P10-16  RP   Final2 ok footnotebreak addcodetoindex ; Gwyn; Gwyn, Stephen; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-16-5dbb1fbfd315c4-68870973.tar.gz; 
P10-18  RP   Final2 ok ; Keimpema; Keimpema, Aard; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-18-5dbadd9e6d4809-93401076.tar.gz; 
P10-19  RP   Final2 ok ; Bushouse; Bushouse, Howard; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-19-5d95d224392f15-74438327.tar.gz; 
P10-1   RP   Final2 ok ; Delgado; Delgado, Arancha; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-1-5dbb47c7940564-59422766.tar; 
P10-21  RP   Final2 ok ; Tran; Tran, Hien; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-21-5d936ce4625165-08555306.tar; 
P10-22  RP   Final2 ok needs ooindex entry for ASKAPsoft ; Wieringa; Wieringa, Mark; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-22-5d8852af1c75f1-59231331.tar.gz; 
P10-24  RP   Final2 ok ; Zhang; Zhang, Mo; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-24-5dbc4995eef1c2-61380306.zip; 
P10-26  RP   Final2 ok ; Albert; Albert, Kinga; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-26-5dbc059abbc7b0-90271595.zip; 
P10-28  RP   Final2 ok need to add idg-cal to ooindex  ; van der Tol; van der Tol, Sebastiaan; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-28-5d925ccdca8752-40283124.tar.gz; 
P10-2   RP   Final2 ok ; Perea-Calderon; Perea-Calderon, Jose Vicente; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-2-5dbb067a1889d6-64449243.tar.gz; 
P10-31  RP   Final2 ok need to add HSIM2 to ooindex  ; Routledge; Routledge, Laurence; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-31-5dbc6cdc6d7f42-89326769.tar.gz; 
P10-32  RP   Final2 ok SIRENA needs adding to the ascl index ; Cobo Mart{\'\i}n; Cobo Mart{\'\i}n, Beatriz; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-32-5dc00a0dda1b89-75054383.tar.gz; 
P10-34  RP   Final2 ok ; Mulder; Mulder, Willeke; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-34-5d9216ac8ce144-61849745.zip; 
P10-35  RP   Final2 ok ; Shulevski; Shulevski, Aleksandar; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-35-5dbad879838170-59364896.zip; 
P10-36  RP   Final2 ok ; Shameoni Niaei; Shameoni Niaei, Mohammad; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-36-5d921120066803-93320306.zip; 
P10-37  RP   Final2 ok RASCAL needs adding to ascl index ; Veitch-Michaelis; Veitch-Michaelis, Josh; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-37-5dbde62532b118-28569635.tar.gz; 
P10-39  RP   Final2 ok ; Vahi; Vahi, Karan; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-39-5dbbc05c0ccc17-84891173.tar.gz; 
P10-3   RP   Final2 ok need to add oosindex entries YANDAsoft and Daliuge ; Guzman; Guzman, Juan Carlos; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-3-5dbc00a4bb9767-86308457.tar; 
P10-40  RP   Final2 ok need to add Meerkathi and stimela to ascl index ; Jozsa; Jozsa, Gyula I. G.; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-40-5d8bbadf46c9a1-19193566.tar.gz; 
P10-41  RP   Final2 ok ; Masters; Masters, Joe; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-41-5dbca9685a1523-07402868.zip; 
P10-42  RP   Final2 ok ; Garc{\'\i}a Dab{\'o}; Garc{\'\i}a Dab{\'o}, C{\'e}sar Enrique; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-42-5dbca6381af4e1-81295909.tar.gz; 
P10-44  RP   Final2 ok ; Desjardins; Desjardins, Tyler; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-44-5dbc77b5c90cc4-20389486.tar.gz; 
P10-45  RP   Final2 ok needs to update one reference to a paper in this volume ; de Vries; de Vries, Ylse Anna; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-45-5d91c3607b90f6-13843118.zip; 
P10-46  RP   Final2 ok ; Lam; Lam, Marco; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-46-5dbc0cb14b2e77-90148337.tar.gz; 
P10-47  RP   Final2 ok checking with Teuben whether Apercal should be added to the ascl index ; Schulz; Schulz, Robert; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-47-5db9a7ad14d997-21887292.tar.gz; 
P10-48  RP   Final2 ok checking about HSTCosmicrays in asclindex ; Miles; Miles, Nathan; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-48-5db9ad2721fc70-08915547.tar; 
P10-49  RP   Final2 ok ; Modigliani; Modigliani, Andrea; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-49-5d938a4f1c3603-17174624.tar.gz; 
P10-4   RP   Final2 ok ; Labrie; Labrie, Kathleen; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-4-5d8d467be10fa8-15728812.tar.gz; 
P10-50  RP   Final2 ok ; Adamek; Adamek, Karel; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-50-5dbb77919a5724-17650653.zip; 
P10-53  ED   Final2 ok ; Pound; Pound marc;  https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-53-5d8ba69e26de64-83901429.zip; 
P10-55  ED   Final2 ok ; Vuillaume; Vuillaume, Thomas; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-55-5db9d03562f3d6-61106411.tar.gz; 
P10-5   ED   Final2 ok ; Bourque; Bourque, Matthew; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-5-5dbc46bcdafbe1-14757224.tar.gz; 
P10-6   ED   Final2 ok ; Huang; Huang, Maohai; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-6-5dba31e8f34518-90477555.tgz; 
P10-7   ED   Final2 ok ; Vacca; Vacca, William; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-7-5dba21b17afb55-82401975.tar; 
P10-9   ED   Final2 ok ; Castagna; Castagna, Fabio; https://www.adass2019.nl/wp-content/uploads/adass-proc/P10-9-5db700a09e9803-62097057.tar; 
P11-10  JDP  Final2 ok ; Lorente; Lorente, Nuria; https://www.adass2019.nl/wp-content/uploads/adass-proc/P11-10-5dbcb9cbcacc03-09276240.tar.gz; 
P11-11  JDP  Final2 ok ; Takata; Takata, Tadafumi; https://www.adass2019.nl/wp-content/uploads/adass-proc/P11-11-5db1404f6eb852-01267753.tar.gz; 
P11-13  JDP  Final2 ok (Paper contains references to other papers in this volume. See issue https://github.com/astroumd/ADASSProceedings2019/issues/19 ); Allen; Allen, Mark; https://www.adass2019.nl/wp-content/uploads/adass-proc/P11-13-5d9268e8aa71e5-08324631.zip; 
P11-14  JDP  Final2 ok ; Becker; Becker, Glenn; https://www.adass2019.nl/wp-content/uploads/adass-proc/P11-14-5dbc9cbcd2c358-20516228.tar; 
P11-15  JDP  Final2 ok ; de Plaa; de Plaa, Jelle; https://www.adass2019.nl/wp-content/uploads/adass-proc/P11-15-5d88c6ff4b8016-52839522.tar.gz; 
P11-16  JDP  Final Author did not reply to request for copyright form and updated figure. (See Github issue https://github.com/astroumd/ADASSProceedings2019/issues/11 ) ; Fernando; Fernando, Nuwanthika; https://www.adass2019.nl/wp-content/uploads/adass-proc/P11-16-5dbcbadaa31831-73083289.tar.gz; 
P11-17  JDP  Final2 ok ; Magness; Magness, Camellia; https://www.adass2019.nl/wp-content/uploads/adass-proc/P11-17-5d925d8b22f264-38689813.zip; 
P11-1   JDP  Final2 ok ; Shirasaki; Shirasaki, Yuji; https://www.adass2019.nl/wp-content/uploads/adass-proc/P11-1-5d90753a495c73-68287297.tar.gz; 
P11-3   JDP  Final2 ok ; Baumann; Baumann, Matthieu; https://www.adass2019.nl/wp-content/uploads/adass-proc/P11-3-5dbb02f314a524-95257746.zip; 
P11-4   JDP  Final2 ok (Note: paper contains a reference to another paper in this volume, see Github issue https://github.com/astroumd/ADASSProceedings2019/issues/13 ) ; Furusawa; Furusawa, Hisanori; https://www.adass2019.nl/wp-content/uploads/adass-proc/P11-4-5d916fd9000941-40096052.tar.gz; 
P11-5   JDP  Final2 ok (See Github issue https://github.com/astroumd/ADASSProceedings2019/issues/14 ); George; George, Koshy; https://www.adass2019.nl/wp-content/uploads/adass-proc/P11-5-5dbc618bd23b58-03248149.tar.gz; 
P11-6   JDP  NoComm ; Malapert; Malapert, Jean-Christophe; https://www.adass2019.nl/wp-content/uploads/adass-proc/P11-6-5d925c3632f812-98792546.tar.gz; 
P11-8   JDP  Final2 ok ; Taylor; Taylor, Joanna; https://www.adass2019.nl/wp-content/uploads/adass-proc/P11-8-5dbb633ac5bda1-62433709.tar; 
P11-9   JDP  Final2 ok ; Ebisawa; Ebisawa, Ken; https://www.adass2019.nl/wp-content/uploads/adass-proc/P11-9-5d8d2a02c7d785-93143287.tar.gz; 
P1-2    JDM  Final2 ok; Shatskaya; Shatskaya, Marina; https://www.adass2019.nl/wp-content/uploads/adass-proc/P1-2-5d91fa4d2f87c0-61171257.zip; 
P1-4    JDM  Final2 ok; Andrianov; Andrianov, Andrey; https://www.adass2019.nl/wp-content/uploads/adass-proc/P1-4-5db70baf5fc9e9-57227139.zip; 
P1-5    JDM  NoComm  ; Avila Rojas; Avila Rojas, Daniel Omar; https://www.adass2019.nl/wp-content/uploads/adass-proc/P1-5-5d92a2a3138462-06181672.tar.gz; 
P1-6    JDM  Final2 ok; Kuemmel; Kuemmel, Martin; https://www.adass2019.nl/wp-content/uploads/adass-proc/P1-6-5dbaa82b95c4e9-76100923.zip; 
P1-7    JDM  Final2 ok; Lucarelli; Lucarelli, Fabrizio; https://www.adass2019.nl/wp-content/uploads/adass-proc/P1-7-5d8fb00848f8c5-21445411.tar.gz; 
P1-8    JDM  Final2 ok; Ansart; Ansart, Jeremie; https://www.adass2019.nl/wp-content/uploads/adass-proc/P1-8-5dbfe39a5aab33-43120205.tar.gz; 
P1-9    JDM  Final2 ok; Postema; Postema, Jasper; https://www.adass2019.nl/wp-content/uploads/adass-proc/P1-9-5d924fd5311bb8-06842953.pdf; 
P2-10   JDM  Final2 ok; Balbinot; Balbinot, Eduardo; https://www.adass2019.nl/wp-content/uploads/adass-proc/P2-10-5dbc545aac5036-60789079.zip; 
P2-12   JDM  Final2 ok; Civera Lorenzo; Civera Lorenzo, Tamara; https://www.adass2019.nl/wp-content/uploads/adass-proc/P2-12-5d8b6d1cc001a0-52217839.tar.gz; 
P2-15   JDM  Final2 ok; Oberto; Oberto, Anais; https://www.adass2019.nl/wp-content/uploads/adass-proc/P2-15-5d92099addf0f3-99380519.tar.gz; 
P2-17   JDM  Final2 ok; Weissman; Weissman, Sarah; https://www.adass2019.nl/wp-content/uploads/adass-proc/P2-17-5dbc8a85567a06-38505461.tar.gz; 
P2-18   JDM  Final2 ok; Salom{\'e}; Salom{\'e}, Philippe; https://www.adass2019.nl/wp-content/uploads/adass-proc/P2-18-5d9213a9432688-26104303.tar.gz; 
P2-19   JDM  Final2 ok; Schaaff; Schaaff, Andr{\'e}; https://www.adass2019.nl/wp-content/uploads/adass-proc/P2-19-5dba03018e1548-55395168.tar.gz; 
P2-1    JDM  Final2 ok; Molinaro; Molinaro, Marco; https://www.adass2019.nl/wp-content/uploads/adass-proc/P2-1-5dbaadcd4d9397-67476737.tar.gz; 
P2-20   JDM  Final2 ok; Boch; Boch, Thomas; https://www.adass2019.nl/wp-content/uploads/adass-proc/P2-20-5dbaab14ab4a15-11985383.tar.gz; 
P2-2    JDM  Final2 ok; Demleitner; Demleitner, Markus; https://www.adass2019.nl/wp-content/uploads/adass-proc/P2-2-5db6c70d83c0b7-35601326.tar.gz; 
P2-3    JDM  Final2 ok; Zhelenkova; Zhelenkova, Olga; https://www.adass2019.nl/wp-content/uploads/adass-proc/P2-3-5dbc8615034ea5-86635856.tar; 
P2-4    JDM  Final2 ok; Lo; Lo, Kenny; https://www.adass2019.nl/wp-content/uploads/adass-proc/P2-4-5db88972431ed2-06906205.tar.gz; 
P2-5    JDM  Final2 ok; Derriere; Derriere, S{\'e}bastien; https://www.adass2019.nl/wp-content/uploads/adass-proc/P2-5-5dbc9fa05798b3-05377143.tar.gz; 
P2-6    JDM  Final2 ok; Louys; Louys, Mireille; https://www.adass2019.nl/wp-content/uploads/adass-proc/P2-6-5dbb0e37c192a3-00646150.tar.gz; 
P2-7    JDM  Final2 ok; Taylor; Taylor, Mark; https://www.adass2019.nl/wp-content/uploads/adass-proc/P2-7-5d8a15748a6371-77584660.tar.gz; 
P2-8    JDM  Final2 ok; Landais; Landais, Gilles; https://www.adass2019.nl/wp-content/uploads/adass-proc/P2-8-5db9943df3fb25-46799995.tar.gz; 
P2-9    JDM  Final2 ok; Eguchi; Eguchi, Satoshi; https://www.adass2019.nl/wp-content/uploads/adass-proc/P2-9-5dbc07e2ae1255-93718974.tar.gz; 
P3-10   HV   Final2 ok ; Ibsen; Ibsen, Amanda; https://www.adass2019.nl/wp-content/uploads/adass-proc/P3-10-5d947ec9716577-51384567.tar.gz; 
P3-12   HV   Final2 low quality figure ; Teuben; Teuben, Peter; https://www.adass2019.nl/wp-content/uploads/adass-proc/P3-12-5d90c4eba5f019-05377788.tar.gz; 
P3-14   HV   Final2 ok ; Dia; Dia, Mohamad; https://www.adass2019.nl/wp-content/uploads/adass-proc/P3-14-5d9215264b1205-22381485.zip; 
P3-16   HV   Final2 ok ; Lahuis; Lahuis, Fred; https://www.adass2019.nl/wp-content/uploads/adass-proc/P3-16-5db6e623e5da35-28744410.tar.gz; 
P3-17   HV   Final2 ok ; Molina; Molina, Gabriel; https://www.adass2019.nl/wp-content/uploads/adass-proc/P3-17-5db66fabd67e15-52751053.tar.gz; 
P3-19   HV   Final2 ok ; Baldassi; Baldassi, Luciano; https://www.adass2019.nl/wp-content/uploads/adass-proc/P3-19-5d922be1a4b262-58295158.tar; 
P3-1    HV   Final2 ok ; Stenborg; Stenborg, Travis; https://www.adass2019.nl/wp-content/uploads/adass-proc/P3-1-5dbc7db8a5f941-73370955.tar.gz; 
P3-20   HV   Final2 ok ; Comito; Comito, Claudia; https://www.adass2019.nl/wp-content/uploads/adass-proc/P3-20-5d91d1764b0132-21289691.tar.gz; 
P3-2    HV   Final2 ok ; Joliet; Joliet, Emmanuel; https://www.adass2019.nl/wp-content/uploads/adass-proc/P3-2-5dbb7bc9d72a78-97904611.tar.gz; 
P3-4    HV   Final2 ok ; Lemson; Lemson, Gerard; https://www.adass2019.nl/wp-content/uploads/adass-proc/P3-4-5dbb2973a49608-18276271.tar; 
P3-8    HV   Final2 ok ; Zhu; Zhu, Gaofei; https://www.adass2019.nl/wp-content/uploads/adass-proc/P3-8-5d908c54b71835-24681414.zip; 
P3-9    HV   Final2 ok ; Skoda; Skoda, Petr; https://www.adass2019.nl/wp-content/uploads/adass-proc/P3-9-5dbab33482d650-52539227.tar.gz; 
P4-1    ED   NoComm ; Ramirez; Ramirez, Emanuel; https://www.adass2019.nl/wp-content/uploads/adass-proc/P4-1-5d8dcad04fca79-69602654.tex; 
P4-2    ED   Final2 ok ; Arevalo Sanchez; Arevalo Sanchez, Maria; https://www.adass2019.nl/wp-content/uploads/adass-proc/P4-2-5daebd6289fe48-94791648.tar.gz; 
P4-3    ED   Final2 ok ; Wang; Wang, Kuo-Song; https://www.adass2019.nl/wp-content/uploads/adass-proc/P4-3-5dbbaaaada47b1-61242178.zip; 
P4-5    ED   Final2 ok ; Comrie; Comrie, Angus; https://www.adass2019.nl/wp-content/uploads/adass-proc/P4-5-5d9221c5d08245-62195616.tar.gz; 
P4-6    ED   Final2 ok ; Sivitilli; Sivitilli, Alexander; https://www.adass2019.nl/wp-content/uploads/adass-proc/P4-6-5dbb101c4b43b9-90352612.tar.gz; 
P4-7    ED   Final2 ok ; Williams; Williams, Peter; https://www.adass2019.nl/wp-content/uploads/adass-proc/P4-7-5dbae781978902-32207354.tar.gz; 
P4-9    ED   Final2 ok ; Soancatl Aguilar; Soancatl Aguilar, Venustiano; https://www.adass2019.nl/wp-content/uploads/adass-proc/P4-9-5d9210c49d98f0-06531479.tar.gz; 
P5-1    JDP  Final2 ok ; Holties; Holties, Hanno; https://www.adass2019.nl/wp-content/uploads/adass-proc/P5-1-5d9262cfea2b94-59814978.tar.gz; 
P5-2    JDP  Final2 ok ; Dempsey; Dempsey, James; https://www.adass2019.nl/wp-content/uploads/adass-proc/P5-2-5dbcd6aa28fe28-40287901.tar.gz; 
P5-4    JDP  Final2 ok ; Moellenbrock; Moellenbrock, George; https://www.adass2019.nl/wp-content/uploads/adass-proc/P5-4-5dbd0c5890c7e4-69611851.tar.gz; 
P5-5    JDP  Final2 ok ; Emonts; Emonts, Bjorn; https://www.adass2019.nl/wp-content/uploads/adass-proc/P5-5-5dbc892a767e26-37811924.tar; 
P5-6    JDP  Final2 ok ; Raba; Raba, Ryan; https://www.adass2019.nl/wp-content/uploads/adass-proc/P5-6-5dbc9e38041221-53989004.tar; 
P6-1    ED   Final2 ; Oonk; Oonk, J. B. Raymond; https://www.adass2019.nl/wp-content/uploads/adass-proc/P6-1-5d9266c2f28907-34976408.tar.gz; 
P6-4    JDM   Final ; Li; Li, Changhua; https://www.adass2019.nl/wp-content/uploads/adass-proc/P6-4-5dba8420e44ad4-98807728.zip; 
P6-5    JDM   NoComm ; f.i.n.a.l permission to use form need signing; Zilverberg; Zilverberg, Henk-Jan; ;
